,bought,buy_price,stop_loss,sold,sell_price,stoped
956,2020-11-29 00:06:00+00:00,17666.78868330207,17427.21944747716,2020-11-30 00:31:00+00:00,18430.479943844737,False
957,2020-11-30 16:46:00+00:00,19258.09283424833,18929.76513860864,2020-12-01 11:25:00+00:00,18929.76513860864,True
958,2020-12-01 12:07:00+00:00,19374.605000695334,18700.792924145706,2020-12-01 14:06:00+00:00,18700.792924145706,True
959,2020-12-02 00:06:00+00:00,18727.044686392568,17957.859440416752,2020-12-06 00:03:00+00:00,19203.069772979783,False
960,2020-12-06 12:34:00+00:00,19002.09474776707,18818.706199919274,2020-12-08 09:39:00+00:00,18818.706199919274,True
961,2020-12-08 12:34:00+00:00,18721.096709526166,18427.623380209767,2020-12-08 22:59:00+00:00,18427.623380209767,True
962,2020-12-09 00:08:00+00:00,18223.734456602004,17888.400295721214,2020-12-09 07:51:00+00:00,17888.400295721214,True
963,2020-12-09 12:56:00+00:00,18214.298480576756,17840.79331238842,2020-12-11 01:30:00+00:00,17840.79331238842,True
964,2020-12-11 16:12:00+00:00,18039.102614074276,17764.28460252078,2020-12-11 22:06:00+00:00,18183.104499205547,False
965,2020-12-12 03:00:00+00:00,18282.499036466157,18044.445402562542,2020-12-15 00:47:00+00:00,19377.92489404595,False
966,2020-12-15 12:47:00+00:00,19270.28722835755,19068.526614509392,2020-12-16 13:41:00+00:00,19916.101508581334,False
967,2020-12-17 00:09:00+00:00,21316.191473177845,21130.623351186165,2020-12-22 12:50:00+00:00,23277.11489785536,False
968,2020-12-23 00:06:00+00:00,23727.02455505792,23313.786966495965,2020-12-23 11:07:00+00:00,23313.786966495965,True
969,2020-12-23 15:52:00+00:00,23458.05961178959,22838.86618932515,2020-12-23 22:22:00+00:00,22838.86618932515,True
970,2020-12-24 00:10:00+00:00,23140.982466340352,22521.459120013176,2020-12-30 00:15:00+00:00,27606.546226625087,False
971,2020-12-30 12:06:00+00:00,27678.945492145758,26954.411529488727,2020-12-31 00:12:00+00:00,29220.71600471055,False
972,2020-12-31 12:06:00+00:00,28896.811528954713,28262.361332174645,2020-12-31 14:12:00+00:00,28262.361332174645,True
973,2021-01-01 00:13:00+00:00,28779.628485243855,28110.564190093253,2021-01-02 12:21:00+00:00,30175.175143397264,False
974,2021-01-03 03:31:00+00:00,32558.899691742758,31405.138326907574,2021-01-04 09:30:00+00:00,31405.138326907574,True
975,2021-01-04 16:07:00+00:00,31433.111308367203,29617.61784015894,2021-01-05 00:14:00+00:00,32492.3832990061,False
976,2021-01-05 12:57:00+00:00,31575.562491147262,30277.32421831735,2021-01-07 13:22:00+00:00,38404.18239487241,False
977,2021-01-08 00:58:00+00:00,38863.5167122836,37272.06468940715,2021-01-08 02:52:00+00:00,37272.06468940715,True
978,2021-01-08 13:06:00+00:00,40852.07106238676,39441.23757327609,2021-01-08 20:08:00+00:00,39441.23757327609,True
979,2021-01-09 00:40:00+00:00,40570.89162302845,39062.70299165906,2021-01-09 06:00:00+00:00,39062.70299165906,True
980,2021-01-09 12:41:00+00:00,40425.457810326254,39132.46179773236,2021-01-10 11:24:00+00:00,39132.46179773236,True
981,2021-01-10 12:06:00+00:00,38931.52229794362,37817.0202642832,2021-01-10 17:35:00+00:00,37817.0202642832,True
982,2021-01-11 00:06:00+00:00,38030.80512820037,35942.059057968785,2021-01-11 03:10:00+00:00,35942.059057968785,True
983,2021-01-11 12:06:00+00:00,33656.06656508859,31548.705481437402,2021-01-11 14:11:00+00:00,31548.705481437402,True
984,2021-01-12 00:06:00+00:00,35302.17135656164,32782.40359974881,2021-01-12 14:35:00+00:00,32782.40359974881,True
985,2021-01-13 00:06:00+00:00,33515.81777685189,31889.665888088053,2021-01-14 00:06:00+00:00,38124.67603224273,False
986,2021-01-14 12:10:00+00:00,38130.75994538309,37193.88843531519,2021-01-15 14:23:00+00:00,37193.88843531519,True
987,2021-01-16 02:19:00+00:00,36883.80429624993,35520.82105943437,2021-01-16 05:38:00+00:00,35520.82105943437,True
988,2021-01-16 12:18:00+00:00,37523.80751060919,36371.867735680076,2021-01-16 19:01:00+00:00,36371.867735680076,True
989,2021-01-17 00:06:00+00:00,35880.58027949835,34748.10194979743,2021-01-17 07:34:00+00:00,34748.10194979743,True
990,2021-01-17 12:10:00+00:00,35106.134302464256,33968.99245072612,2021-01-18 12:05:00+00:00,36862.99619975551,False
991,2021-01-19 00:21:00+00:00,36555.09864544205,35680.55206925864,2021-01-20 00:00:00+00:00,35680.55206925864,True
992,2021-01-20 12:06:00+00:00,34125.23087602969,33182.095076415375,2021-01-21 09:00:00+00:00,33182.095076415375,True
993,2021-01-21 12:06:00+00:00,31816.933828415647,30861.709377694642,2021-01-21 22:02:00+00:00,30861.709377694642,True
994,2021-01-22 00:19:00+00:00,30297.973157539243,29017.870888393667,2021-01-22 13:27:00+00:00,32153.708324104802,False
995,2021-01-23 00:07:00+00:00,32584.8270701865,31533.637336540687,2021-01-23 11:32:00+00:00,31533.637336540687,True
996,2021-01-23 13:01:00+00:00,31429.154749865505,30458.75001741533,2021-01-25 02:01:00+00:00,32977.778451239676,False
